country,year,award_category,rank_no,score,process,total_value,weight_kg,acidity_str_agg,aroma_flavor_str_agg,other_str_agg,overall_str_agg,characteristics_str_agg
brazil,2015,coe,31,85.67,,5820.2,,"tartaric,citric,bright,refined","walnut,mint,herby,toasty,peach,lime,dark chocolate,nutty,vanilla,hazelnut","silky,creamy,soft,smooth","silky,creamy,soft,smooth","silky,creamy,soft,smooth"
brazil,2015,coe,20,86.43,,7936.64,,"citric,structured,lively","orange,vanilla,raspberry,blackberry,milk chocolate,hazelnut,fig,toffee","juicy,creamy,dense","juicy,creamy,dense","juicy,creamy,dense"
brazil,2015,coe,4,89.9,,9107.3,,"low intensity but very elegant and structured,juicy","apple,tropical,very perfumed violet,jasmine,chamomile,green tea,pineapple,coffee blossom,honey","elegant,silky","elegant,silky","elegant,silky"
brazil,2015,coe,5,89.8,,23545.37,,"citric,tartaric,malic","apple,orange,mandarin,vanilla,lemon grass,praline,white wine,white grape","silky,juicy,smooth,transparent","silky,juicy,smooth,transparent","silky,juicy,smooth,transparent"
brazil,2015,coe,10,88.2,,4497.43,,"bright,citric structured","mango,vanilla,caramel,honey,apple,brazil nuts","creamy,smooth","creamy,smooth","creamy,smooth"
brazil,2015,coe,15,86.8,,6084.76,,"crisp,tartaric,citric lime,bright","papaya,peach,mango,apple,milk chocolate,toffee,orange,jammy,purple grape","silky,juicy,juicy,velvety,viscous,creamy,mouth coating","silky,juicy,juicy,velvety,viscous,creamy,mouth coating","silky,juicy,juicy,velvety,viscous,creamy,mouth coating"
brazil,2015,coe,12,87.2,,5694.54,,"lively,bright,citric,tartaric,orange zest","dried fruit,raisin,toffee,orange,sticky caramel,vanilla,milk chocolate,brown sugar,cherry","round body,creamy,soft,elegant,good balance","round body,creamy,soft,elegant,good balance","round body,creamy,soft,elegant,good balance"
brazil,2015,coe,17,86.67,,6236.88,,"citric,tartaric","vanilla,papaya,peach,honey,plum,stone fruit,pomegranate finish,orange","zesty,juicy,viscous,syrupy","zesty,juicy,viscous,syrupy","zesty,juicy,viscous,syrupy"
brazil,2015,coe,22,86.4,,26190.92,,"juicy,citric,sparkling,malic","papaya,mandarin,caramel,strawberry,apple,vanilla","silky,syrupy","silky,syrupy","silky,syrupy"
brazil,2015,coe,23,86.37,,9259.42,,"structured,bright","honey,passion fruit,mango,nuts,hazelnut,pineapple,raspberry,lemon grass,brown sugar,cola","juicy,syrupy,velvety","juicy,syrupy,velvety","juicy,syrupy,velvety"
brazil,2015,coe,9,88.3,,12500.21,,"ticklish,refined,citric,juicy,delicate","jasmine,wine,hibiscus,lavender,purple grapes,vanilla,pineapple,caramel,orange zest,almond,toast","creamy,round,smooth,silky,velvety","creamy,round,smooth,silky,velvety","creamy,round,smooth,silky,velvety"
brazil,2015,coe,18,86.57,,6084.76,,"tartaric,citric,malic,complex","peach,mango,milk chocolate,white wine,pear,vanilla",creamy,creamy,creamy
brazil,2015,coe,8,88.5,,7142.98,,"crisp,bright,juicy","brown sugar,chocolate,molasses,white chocolate,red apple,plum,raisin,stewed fruit","delicate,jammy,viscous","delicate,jammy,viscous","delicate,jammy,viscous"
brazil,2015,coe,14,86.83,,6084.76,,"citric,tartaric","huckleberry,red apple,honey,plum,caramel,peach,cinnamon,lime,mandarin,grapefruit,pineapple","juicy,smooth,silky","juicy,smooth,silky","juicy,smooth,silky"
brazil,2015,coe,20,86.43,,11931.42,,"bright,lively,complex,refined","milk chocolate,honey,green tea,lemon grass,apricot,mango,vanilla,red grape,pineapple","smooth,creamy,soft","smooth,creamy,soft","smooth,creamy,soft"
brazil,2015,coe,28,86.13,,9259.42,,"citrus,low level acids","molasses,dark berries,passion fruit,melon,chocolate,brown sugar,treacle,sweet spice","dense,creamy,round,full body","dense,creamy,round,full body","dense,creamy,round,full body"
brazil,2015,coe,27,86.2,,11375.85,,"delicate,citric","floral,tropical fruits,white chocolate,black tea,butterscotch,caramel,honey,biscuit","creamy,very consistent","creamy,very consistent","creamy,very consistent"
brazil,2015,coe,6,89.03,,7672.09,,"citric,crisp,structured","honey,chocolate sauce,white grape,praline,orange blossom","syrupy,smooth,viscous,rounded,heavy","syrupy,smooth,viscous,rounded,heavy","syrupy,smooth,viscous,rounded,heavy"
brazil,2015,coe,25,86.27,,9107.3,,"vivid,lactic,low intensity","honey,caramel,almond,strawberry,fudge,vanilla","creamy,dense,juicy,round","creamy,dense,juicy,round","creamy,dense,juicy,round"
brazil,2015,coe,29,86.1,,15079.62,,"structured,citric,tartaric,malic","blackberry,anise,melon,orange,cinnamon,vanilla,winey","silky,thick,full bodied","silky,thick,full bodied","silky,thick,full bodied"
brazil,2015,coe,30,85.87,,6388.2,,citric,"apricot,jasmine,dark chocolate,papaya,cranberry,orange,vanilla,nuts","smooth,round,dense","smooth,round,dense","smooth,round,dense"
brazil,2015,coe,1,94.47,,18751.5,,"crisp,very complex,brilliant,persistent,immense","mango,passion fruit,stone fruit,cranberry,papaya,pineapple,melon,jasmine,perfumed,molasses,caramel,peach ice tea","round,transparent,velvet,mouth expanding,silky","round,transparent,velvet,mouth expanding,silky","round,transparent,velvet,mouth expanding,silky"
brazil,2015,coe,3,90.4,,11931.42,,"bright,clean,malic,articulate","almond,bergamot,dark berries,brown sugar,caramel,chocolate,raspberry,cola","velvety,juicy,round","velvety,juicy,round","velvety,juicy,round"
brazil,2015,coe,23,86.37,,5820.2,,"lactic,citric,low intensity","dark chocolate,licorice,cedar,black cherry,toffee,winey","dense,strong,full bodied,creamy","dense,strong,full bodied,creamy","dense,strong,full bodied,creamy"
brazil,2015,coe,2,92.77,,6402.22,,"tartaric,structured,refined,consistent,malic,complex","black currant,passion fruit,mango,sultana,raspberry,fruit salad,dark chocolate,cedar","jammy,huge,bright,dense,viscous,mouth coating","jammy,huge,bright,dense,viscous,mouth coating","jammy,huge,bright,dense,viscous,mouth coating"
brazil,2015,coe,7,88.63,,13227.74,,"malic,bright,lively","raspberry,green apple,orange,cinnamon,grapefruit,macadamia nut,passion fruit,honey,chocolate","jammy,silky,round","jammy,silky,round","jammy,silky,round"
brazil,2015,coe,26,86.23,,8201.2,,"malic,citric,medium intensity,berry","pineapple,peach,cinnamon,nuts,apple,cashew nut,mango,tangerine","round,creamy,silky,juicy","round,creamy,silky,juicy","round,creamy,silky,juicy"
brazil,2015,coe,19,86.5,,6084.76,,"citric,complex,tartaric","red apple,brioche,caramel,malty,mandarin,brown sugar","honeyed,creamy","honeyed,creamy","honeyed,creamy"
brazil,2015,coe,31,85.67,,26190.92,,"bright,citric,juicy","honey,brown sugar,caramel,chocolate,salted caramel,raspberry,toasty,roasted almond,praline,dates,mandarin","smooth,thick","smooth,thick","smooth,thick"
peru,2017,nw,23,85.38,,,,,,,,
peru,2017,nw,22,85.4,,,,,,,,
peru,2017,nw,26,84.95,,,,,,,,
peru,2017,nw,20,85.64,,,,,,,,
peru,2017,nw,21,85.45,,,,,,,,
peru,2017,nw,24,85.31,,,,,,,,
peru,2017,nw,28,84.52,,,,,,,,
peru,2017,nw,27,84.6,,,,,,,,
peru,2017,nw,29,84.19,,,,,,,,
peru,2017,nw,25,85.14,,,,,,,,
peru,2017,nw,30,84.02,,,,,,,,
peru,2018,nw,27,85.71,,,,,,,,
peru,2018,nw,28,85.43,,,,,,,,
peru,2018,nw,31,84.95,,,,,,,,
peru,2018,nw,26,85.74,,,,,,,,
peru,2018,nw,30,85.31,,,,,,,,
peru,2018,nw,29,85.38,,,,,,,,
peru,2018,nw,25,85.86,,,,,,,,
peru,2018,nw,32,84.38,,,,,,,,
peru,2020,nw,,86.5,Washed,3935.05,510,"juicy,juicy,dark chocolate,plum,quick finish,simple,syrupy,toast,weak","bright,bright,citric acid,citric acid,lime,malic acid,mild,structured,sweet,tartaric acid","brown sugar,brown sugar,citrus,citrus,floral,floral,jasmine,jasmine,lemon,lemon,nut,nut,almond,apple,cane sugar,caramel,caramelized,cashew,cherry,fruity,ginger,grape,green apple,green tea,honey,juicy,lime,mandarin orange,mild,milk chocolate,nice coffee,nougat,nut shell,orange juice,pecan pie,praline,red berries,sugar cane,syrupy,tangerine,thin body,toast,toffee,tropical fruit,unripe berry","brown sugar,brown sugar,citrus,citrus,floral,floral,jasmine,jasmine,lemon,lemon,nut,nut,almond,apple,cane sugar,caramel,caramelized,cashew,cherry,fruity,ginger,grape,green apple,green tea,honey,juicy,lime,mandarin orange,mild,milk chocolate,nice coffee,nougat,nut shell,orange juice,pecan pie,praline,red berries,sugar cane,syrupy,tangerine,thin body,toast,toffee,tropical fruit,unripe berry","brown sugar,brown sugar,citrus,citrus,floral,floral,jasmine,jasmine,lemon,lemon,nut,nut,almond,apple,cane sugar,caramel,caramelized,cashew,cherry,fruity,ginger,grape,green apple,green tea,honey,juicy,lime,mandarin orange,mild,milk chocolate,nice coffee,nougat,nut shell,orange juice,pecan pie,praline,red berries,sugar cane,syrupy,tangerine,thin body,toast,toffee,tropical fruit,unripe berry"
peru,2020,nw,,85.9,Washed,4146.78,570,black tea,"malic acid,malic acid,bright,citric acid,citrus,delicate,fine,grapefruit,lemon,lime,mild citric,rounded,tartaric acid","caramel,caramel,caramel,almond,almond,brown spice,brown spice,brown sugar,brown sugar,floral,floral,orange,orange,apple,apricot,black beans,black currant,black tea,chocolate hazelnut cookie,citrus,citrus,citrus fruit,citrus with low freshness,disappears,dried fruit,green apple,herb,honey,honeydew,ice tea,jasmine,jasmine honeysuckle,juicy,lemon,lemon tea,lime,low complexity,macadamia nuts,mandarin,metallic,metallic,mild,milk chocolate,not too sweet,peach,raisin,raspberry,red apple,spearmint,sweet,sugary,sweet citric,thin,vanilla","caramel,caramel,caramel,almond,almond,brown spice,brown spice,brown sugar,brown sugar,floral,floral,orange,orange,apple,apricot,black beans,black currant,black tea,chocolate hazelnut cookie,citrus,citrus,citrus fruit,citrus with low freshness,disappears,dried fruit,green apple,herb,honey,honeydew,ice tea,jasmine,jasmine honeysuckle,juicy,lemon,lemon tea,lime,low complexity,macadamia nuts,mandarin,metallic,metallic,mild,milk chocolate,not too sweet,peach,raisin,raspberry,red apple,spearmint,sweet,sugary,sweet citric,thin,vanilla","caramel,caramel,caramel,almond,almond,brown spice,brown spice,brown sugar,brown sugar,floral,floral,orange,orange,apple,apricot,black beans,black currant,black tea,chocolate hazelnut cookie,citrus,citrus,citrus fruit,citrus with low freshness,disappears,dried fruit,green apple,herb,honey,honeydew,ice tea,jasmine,jasmine honeysuckle,juicy,lemon,lemon tea,lime,low complexity,macadamia nuts,mandarin,metallic,metallic,mild,milk chocolate,not too sweet,peach,raisin,raspberry,red apple,spearmint,sweet,sugary,sweet citric,thin,vanilla"
peru,2020,nw,,85.04,Washed,2765.86,306,"long chocolate aftertaste,mouth drying,thickness","acetic acid,acetic acid,complex,complex,lime,lime,butyric acid,citric acid,citrus,pineapple,sparkling,tartaric acid,tartaric acid","strawberry,strawberry,strawberry,strawberry,winey,winey,winey,winey,cacao nibs,cacao nibs,cacao nibs,raisin,raisin,raisin,blueberry,blueberry,brown spice,brown spice,dark chocolate,dark chocolate,apple,banana,berry,bittersweet chocolate,black cherry,black currant,blackberry,cedar,cherry,cider,clove,cocoa,compote,custard,dried berries,dried fruit,floral,fruity,hops,jam,leafy,lime,liqueur chocolate,mango,mint,mossy,mouth drying,oak,overripe grape,pineapple,plum,process heavy,red currant,red wine,stone fruit,syrupy,thick,tropical fruit,vegetal earthy herb","strawberry,strawberry,strawberry,strawberry,winey,winey,winey,winey,cacao nibs,cacao nibs,cacao nibs,raisin,raisin,raisin,blueberry,blueberry,brown spice,brown spice,dark chocolate,dark chocolate,apple,banana,berry,bittersweet chocolate,black cherry,black currant,blackberry,cedar,cherry,cider,clove,cocoa,compote,custard,dried berries,dried fruit,floral,fruity,hops,jam,leafy,lime,liqueur chocolate,mango,mint,mossy,mouth drying,oak,overripe grape,pineapple,plum,process heavy,red currant,red wine,stone fruit,syrupy,thick,tropical fruit,vegetal earthy herb","strawberry,strawberry,strawberry,strawberry,winey,winey,winey,winey,cacao nibs,cacao nibs,cacao nibs,raisin,raisin,raisin,blueberry,blueberry,brown spice,brown spice,dark chocolate,dark chocolate,apple,banana,berry,bittersweet chocolate,black cherry,black currant,blackberry,cedar,cherry,cider,clove,cocoa,compote,custard,dried berries,dried fruit,floral,fruity,hops,jam,leafy,lime,liqueur chocolate,mango,mint,mossy,mouth drying,oak,overripe grape,pineapple,plum,process heavy,red currant,red wine,stone fruit,syrupy,thick,tropical fruit,vegetal earthy herb"
peru,2020,nw,,86.77,Washed,4943.2,606,"mandarin orange,mellowed as cooled,metallic","citric acid,citric acid,citrus,citrus,tangy,tangy,apricot,bright,butyric acid,flat,grape,lemon,malic acid,mellow,mild,simple,tartaric acid","brown sugar,brown sugar,brown sugar,apple,apple,cocoa,cocoa,grassy,grassy,orange,orange,woody,woody,almond,black tea,blackberry,caramel,cedar,cereal,chamomile,cherry,cranberry,dried fruit,green apple,herb,juicy,lemon,lilacs,mild acidity,nectarine,nut,nutty,peach,roasted hazelnut,rum,savory,silky,slight tobacco,slightly tropical,spearmint,spice,stone fruit,strawberry jam,sugar cane,sweet lime,tangerine,tart,tropical fruit,white grape","brown sugar,brown sugar,brown sugar,apple,apple,cocoa,cocoa,grassy,grassy,orange,orange,woody,woody,almond,black tea,blackberry,caramel,cedar,cereal,chamomile,cherry,cranberry,dried fruit,green apple,herb,juicy,lemon,lilacs,mild acidity,nectarine,nut,nutty,peach,roasted hazelnut,rum,savory,silky,slight tobacco,slightly tropical,spearmint,spice,stone fruit,strawberry jam,sugar cane,sweet lime,tangerine,tart,tropical fruit,white grape","brown sugar,brown sugar,brown sugar,apple,apple,cocoa,cocoa,grassy,grassy,orange,orange,woody,woody,almond,black tea,blackberry,caramel,cedar,cereal,chamomile,cherry,cranberry,dried fruit,green apple,herb,juicy,lemon,lilacs,mild acidity,nectarine,nut,nutty,peach,roasted hazelnut,rum,savory,silky,slight tobacco,slightly tropical,spearmint,spice,stone fruit,strawberry jam,sugar cane,sweet lime,tangerine,tart,tropical fruit,white grape"
peru,2020,nw,,86.58,Natural,5204.72,274.5,"mouth drying,mouth drying,becomes thick","bright,bright,citric acid,citric acid,malic acid,malic acid,grapefruit,lactic,lemon,lime,low,low ripeness,orange","nut,nut,nut,apricot,apricot,caramel,caramel,almond,apple,black chocolate,blueberry,burnt sugar,caramelized,cherry,chocolate,cinnamon,citrus,couscous,dark chocolate,dirty,flat,grapefruit,grassy,herb,lemon,light,lime,mango,mellow,orange,plum,roasted nut,savory,stone fruits,sugar cane,tobacco,tropical fruit,yellow plum tart","nut,nut,nut,apricot,apricot,caramel,caramel,almond,apple,black chocolate,blueberry,burnt sugar,caramelized,cherry,chocolate,cinnamon,citrus,couscous,dark chocolate,dirty,flat,grapefruit,grassy,herb,lemon,light,lime,mango,mellow,orange,plum,roasted nut,savory,stone fruits,sugar cane,tobacco,tropical fruit,yellow plum tart","nut,nut,nut,apricot,apricot,caramel,caramel,almond,apple,black chocolate,blueberry,burnt sugar,caramelized,cherry,chocolate,cinnamon,citrus,couscous,dark chocolate,dirty,flat,grapefruit,grassy,herb,lemon,light,lime,mango,mellow,orange,plum,roasted nut,savory,stone fruits,sugar cane,tobacco,tropical fruit,yellow plum tart"
peru,2020,nw,,86.77,Washed,4678.94,558.5,"black tea,finish,cooled light and thin,green tea,orange,tea like","citric acid,citric acid,complex,complex,citrus,lactic acid,malic acid,medium acidity,simple,tartaric acid,tartaric acid","black tea,black tea,caramel,caramel,caramelized,caramelized,floral,floral,green tea,green tea,milk chocolate,milk chocolate,peach,peach,pineapple,pineapple,sweet,sugary,sugary,almond,apple,blueberry,brown spice,brown sugar,butterscotch,citrus fruit,coconut,dried fruit,herb,juicy,lactic,lemon,lime,lemongrass,malty,mandarin orange,matcha,mild,mint,not,very sweet,nut,nutty,orange,papaya,passion fruit,plum,prune,raisin,sugar cane,taiwan tea,tropical fruit,vanilla","black tea,black tea,caramel,caramel,caramelized,caramelized,floral,floral,green tea,green tea,milk chocolate,milk chocolate,peach,peach,pineapple,pineapple,sweet,sugary,sugary,almond,apple,blueberry,brown spice,brown sugar,butterscotch,citrus fruit,coconut,dried fruit,herb,juicy,lactic,lemon,lime,lemongrass,malty,mandarin orange,matcha,mild,mint,not,very sweet,nut,nutty,orange,papaya,passion fruit,plum,prune,raisin,sugar cane,taiwan tea,tropical fruit,vanilla","black tea,black tea,caramel,caramel,caramelized,caramelized,floral,floral,green tea,green tea,milk chocolate,milk chocolate,peach,peach,pineapple,pineapple,sweet,sugary,sugary,almond,apple,blueberry,brown spice,brown sugar,butterscotch,citrus fruit,coconut,dried fruit,herb,juicy,lactic,lemon,lime,lemongrass,malty,mandarin orange,matcha,mild,mint,not,very sweet,nut,nutty,orange,papaya,passion fruit,plum,prune,raisin,sugar cane,taiwan tea,tropical fruit,vanilla"
peru,2020,nw,,86.62,Washed,2430.4,315,"creamy,crisp finish,cup mellowed as cooled,grain,orange,sweet,sugary","citric acid,citric acid,citric acid,bright,bright,malic acid,malic acid,lemon,lemon,lime,mandarin orange,sharp,simple","orange,orange,orange,orange,orange,caramel,caramel,caramel,black tea,black tea,chocolate,chocolate,dried fruit,dried fruit,green apple,green apple,honey,honey,lemon,lemon,milk chocolate,milk chocolate,sweet,sweet,apple,apricot,biscuity,black currant,brazil nut,brown spice,brown sugar,brownie,cherry,citrus,citrus fruit,cocoa,herb,mandarin orange,mild,nutty,oily,peach,prune,raw nut,red apple,red currant,roasted nuts,savory,tomato,white chocolate,yogurt","orange,orange,orange,orange,orange,caramel,caramel,caramel,black tea,black tea,chocolate,chocolate,dried fruit,dried fruit,green apple,green apple,honey,honey,lemon,lemon,milk chocolate,milk chocolate,sweet,sweet,apple,apricot,biscuity,black currant,brazil nut,brown spice,brown sugar,brownie,cherry,citrus,citrus fruit,cocoa,herb,mandarin orange,mild,nutty,oily,peach,prune,raw nut,red apple,red currant,roasted nuts,savory,tomato,white chocolate,yogurt","orange,orange,orange,orange,orange,caramel,caramel,caramel,black tea,black tea,chocolate,chocolate,dried fruit,dried fruit,green apple,green apple,honey,honey,lemon,lemon,milk chocolate,milk chocolate,sweet,sweet,apple,apricot,biscuity,black currant,brazil nut,brown spice,brown sugar,brownie,cherry,citrus,citrus fruit,cocoa,herb,mandarin orange,mild,nutty,oily,peach,prune,raw nut,red apple,red currant,roasted nuts,savory,tomato,white chocolate,yogurt"
peru,2020,nw,,86.92,Washed,4013.08,444,"anise,creamy,mint,slightly less fruit as cool,smooth,sweet,sugary","citric acid,citric acid,citric acid,malic acid,malic acid,malic acid,complex,complex,citrus,effervescent,grapefruit,simple,soft,stone fruit,tartaric acid","milk chocolate,milk chocolate,milk chocolate,milk chocolate,caramel,caramel,caramel,brown sugar,brown sugar,chocolate,chocolate,nut,nut,nutty,nutty,apricot,cherry,coconut,complex,creamy,creamy butter,dried fruit,floral,fresh,grain,grape,grapefruit,juicy,lemon,lemongrass,lime,lychee,mandarin orange,nut bar,orange,overall sweet,overnight tea,plum,pomelo,praline,raspberry,red berry,red fruits,red grape,roasted hazelnut,snickers,stone fruit,sugar cane,sweet,sugary,tangerine,tropical fruit,vanilla","milk chocolate,milk chocolate,milk chocolate,milk chocolate,caramel,caramel,caramel,brown sugar,brown sugar,chocolate,chocolate,nut,nut,nutty,nutty,apricot,cherry,coconut,complex,creamy,creamy butter,dried fruit,floral,fresh,grain,grape,grapefruit,juicy,lemon,lemongrass,lime,lychee,mandarin orange,nut bar,orange,overall sweet,overnight tea,plum,pomelo,praline,raspberry,red berry,red fruits,red grape,roasted hazelnut,snickers,stone fruit,sugar cane,sweet,sugary,tangerine,tropical fruit,vanilla","milk chocolate,milk chocolate,milk chocolate,milk chocolate,caramel,caramel,caramel,brown sugar,brown sugar,chocolate,chocolate,nut,nut,nutty,nutty,apricot,cherry,coconut,complex,creamy,creamy butter,dried fruit,floral,fresh,grain,grape,grapefruit,juicy,lemon,lemongrass,lime,lychee,mandarin orange,nut bar,orange,overall sweet,overnight tea,plum,pomelo,praline,raspberry,red berry,red fruits,red grape,roasted hazelnut,snickers,stone fruit,sugar cane,sweet,sugary,tangerine,tropical fruit,vanilla"
peru,2021,nw,,85.97,Washed,4285.8,270,"citric acid,malic acid,bright,lemon peel,peach,sweet","grapefruit,bittersweet chocolate,citrus fruit,lemon,peach,stone fruit,strawberry,almond,berry,brown sugar,cacao,caramel,chocolate,citrus,good acidity,green apple,green tea,juicy,lemon peel,mandarin orange,milk,roasted hazelnut,savory,sweet,sugary,syrupy,vanilla,walnut shell,white grape",overall sweet,overall sweet,overall sweet
peru,2021,nw,,85.94,Washed,5242.97,293.6,,,,,
peru,2021,nw,,86.63,Washed,3955.87,245.8,"blood orange,citric acid,lemon,lime,mandarin orange,pineapple,white grape","black tea,honey,mandarin orange,winey,yellow wine,almond,banana,berry,cacao nibs,cranberry,creamy,floral,grape,juicy,lemon,licorice anise,mango,milk chocolate,nut,peach,papaya,passion fruit,pineapple,raspberry,red currant,roasted almond,sharp,star fruit,sugar cane,sweet spice,syrupy,tart,tobacco,tropical fruit,vanilla","roasted hazelnut,sweet but short finish,sweet spice,with,tropical fruit","roasted hazelnut,sweet but short finish,sweet spice,with,tropical fruit","roasted hazelnut,sweet but short finish,sweet spice,with,tropical fruit"
peru,2021,nw,,86.56,Washed,4721.9,264.42,"malic acid,citric acid,citrus,tangerine","apricot,brown sugar,green apple,buttery,caramel,cherry,citrus fruit,clean,cocoa,drying,floral,green mango,green tea,honey,lemon,lime,lemon peel,liquorice,nut,nutty,passion fruit,peach,pineapple,red apple,rose,smoky,sweet,sugary,tea dry,tropical fruit,white grape",overall sweet,overall sweet,overall sweet
peru,2021,nw,,86.38,Washed,4067.78,288.3,"citric acid,lemon,lime,citrus,delicate,mandarin orange,red currant,sharp,sparkling","apricot,floral,anise,apple,chocolate,berry,bittersweet chocolate,blood orange,brown spice,brown sugar,cane sugar,caramel,casis,citrus fruit,creamy,fresh juice,fruit tea,honey,lemon,lime,mandarin orange,mango,milk chocolate,orange,overall sweet,papaya,raspberry,roasted almond,stone fruit,sweet,vanilla,walnut","berry like,sweet,juice","berry like,sweet,juice","berry like,sweet,juice"
peru,2021,nw,,85.72,Natural,4255.97,327.2,"malic acid,apple,citric acid,grapefruit,lemon,lime,lime peel,soft","melon,dark chocolate,nutty,peach,stone fruit,apricot,berry,black currant,blueberry,brown sugar,casis,clean,creamy,floral,grapefruit,juicy,lemon,lime,lemon tea,mandarin,malts,maple syrup,orange,red apple,roasted hazelnut,tea,thin body,vanilla,winey","malt,simple","malt,simple","malt,simple"
peru,2021,nw,,85.09,Washed,3690.55,270,"malic acid,citric acid,lemon,lime","stone fruit,brown sugar,floral,orange,peach,red apple,black currant,black tea,brown roast,brown sugar,buttery,cacao nibs,citrus,citrus fruit,clean,cocoa,cream,lemon,lime,lemon tea,nutty,sweet,tea,tropical,walnut,white pomelo","herb,mouth drying","herb,mouth drying","herb,mouth drying"
peru,2022,nw,,85.93,WASHED,4748.9,279.74833008,,,,,
peru,2022,nw,,85.43,WASHED,5982.61,266.04531576,,,,,
peru,2022,nw,,86.77,WASHED,5814.4,317.75480376,,,,,
peru,2022,nw,,86.04,WASHED,4617.91,255.44487072,,,,,
peru,2022,nw,,85.43,WASHED,8570.39,474.08075064,,,,,
brazil,2019,nw,,85.98,Natural Anaerobic,,360,,,,,
brazil,2020,nw,,86.68,Pulped Natural,2910.12,330,"citric acid,citric acid,citric acid,citrus,effervescant,flat,lemon,malic acid,tangerine,tartaric","brown spice,brown spice,brown spice,brown spice,brown sugar,brown sugar,brown sugar,brown sugar,caramel,caramel,caramel,lemon,lemon,lemon,nutty,nutty,nutty,orange,orange,orange,apple,apple,chocolate,chocolate,citric acid,citric acid,a little sweet,clean,cocoa,cocoa powder,creamy,flapjack,floral,grape,grapefruit,grapefruit peel,green grape,herbal sage,honey,hot chocolate,jammy,jasmine,juicy,lactic,muscovado,honey,mild,mint,papaya,peach,pomegranate,praline,pulp,roasted hazelnut,smoky,sparkling,strawberry,sweet,tangerine,thin","citric acid,citric acid,citric acid,citrus,effervescant,flat,lemon,malic acid,tangerine,tartaric","citric acid,citric acid,citric acid,citrus,effervescant,flat,lemon,malic acid,tangerine,tartaric","citric acid,citric acid,citric acid,citrus,effervescant,flat,lemon,malic acid,tangerine,tartaric"
brazil,2020,nw,,86.18,Natural,6084.76,690,"citric acid,citric acid,bright,malic acid,simple,structured,tartaric acid","chocolate,chocolate,chocolate,citrus,citrus,lemon,lemon,milk chocolate,milk chocolate,nutty,nutty,savory,savory,almond,apricot,berry,blackberry,caramel,cedar,cocoa,cucumber,floral,lemon,lime,lime,molasses,nut,plum,raisin,sage,sharp,stone fruit,sugar cane,syrupy,tamarind,yellow fruit","creamy,deep savory,sugary and distinct coffee","creamy,deep savory,sugary and distinct coffee","creamy,deep savory,sugary and distinct coffee"
brazil,2020,nw,,87.15,Pulped Natural,9127.14,690,"bright,bright,bright,citric acid,citric acid,citric acid,malic acid,malic acid,apple,grippy acidity,lemon,lemon,lime,soft,sour","chocolate,chocolate,chocolate,lemon,lemon,lemon,brown sugar,brown sugar,caramel,caramel,cedar,cedar,herby,herby,mandarin orange,mandarin orange,molasses,molasses,sweet,sweet,tangerine,tangerine,almond,apple,berry,black cherry,black tea,brown roast,brown spice,cacao nibs,caramel,cherry,citrus,creamy,dark chocolate,floral,grain,cereal,grape,grassy,green apple,honey,jasmine,lemongrass,lime grass,maple syrup,muscovado,milk chocolate,nut,nutty,oolong tea,orange,raisin,sage,sharp,sugar cane,juice,sultana,sweet,black tea,when cooled,syrupy,tart,tea like,tengerine,vanilla,walnut",citrus,citrus,citrus
brazil,2021,nw,,86.53,Natural,4107.2,405,multiple fruit acid,"black tea,caramel,sweet,balanced,brown sugar,cocoa liqeur,complex,delicate,floral,grape,green apple,honeycomb,juicy,litchi,maple syrup,melon,nut,peach,pomegranate,prune,strawberry,subdued","caramel,raspberry","caramel,raspberry","caramel,raspberry"
brazil,2021,nw,,86.83,Natural,4890.95,435,"citric acid,apricot,bright,mild acidity","black tea,brown sugar,lime,peach,almond,black currant,blueberry,cocoa powder,orange,jasmine honeysuckle,molasses,raisin,red grape,sweet","almond,fresh bread,juicy,pear","almond,fresh bread,juicy,pear","almond,fresh bread,juicy,pear"
brazil,2021,nw,,86.97,Natural,4910.81,495,"malic acid,citrus,mild","apple,brown sugar,almond,biscuity,black tea,blackberry,caramel,cherry,chocolate,dark chocolate,dried dates,green pea,hazelnut,honey,white peach","brown sugar,coating,juicy,sweet bread pastry","brown sugar,coating,juicy,sweet bread pastry","brown sugar,coating,juicy,sweet bread pastry"
brazil,2022,nw,,86.81,Natural,3730.2,360,,,,,
brazil,2022,nw,,86.94,Natural,3650.84,360,,,,,
mexico,2015,coe,6,88.78,,,,"acidity tartaric,caramel,molasses,coconut","blueberries,limonata,intense,coconut mole,maple syrup,berries,blackcurrant,marzipan,fudge,pineapple,long,sweet aftertaste","big coffee,fudge,bodied rounded","big coffee,fudge,bodied rounded","big coffee,fudge,bodied rounded"
mexico,2015,coe,11,87,,,,"sweet acidity,balanced,structured,grape acidity","cherry,coconut,light coconut,delicate honey flavor,hibiscus,complex,pistachio,sassafras,root beer,peach,white grapes,coconuts","mouthfeel creamy,full,big,grapes","mouthfeel creamy,full,big,grapes","mouthfeel creamy,full,big,grapes"
mexico,2015,coe,12,86.88,,,,"malic,citric quenching,long,crisp structured","vanilla,honey,brazil nut,caramel,almond,dried coconut butter flavors,panela,green apple,pineapple,lemongrass,rosehip,dark coconut,sour cherry,balanced flavor profile,elegant after taste",elegant after taste,elegant after taste,elegant after taste
mexico,2017,nw,25,85.88,,,,,,,,
mexico,2017,nw,23,85.5,,,,,,,,
